komentar,kategori
"Astaghfirullah sebesar ini kejadiannya, belum menikah saja sudah bawa bencana dan nyusahin orang lain, triliun nah sih ini",bukan hate speech
"Coba deh dipelajari lagi situasi kondisinya emang sangat kemarau, dan namanya ilalang ga usah ada percikan terkadang gesekan sepatu saja bisa mengahsilkan percikan Api, jadi kaya penggunaan flare waktunya saja yang bertepatan dengan keadaan kebakaran ini. kalau saya lebih tidak memikirkan siapa yang salah dan siapa yang harus disalahkan. Tetapi kita harus mengambil tindakan atau solusi dari dinas terkait. Contoh di Australia setiap hutan yang mengalami kemarau dan beresiko terjadi kebakaran mereka mengantisipasi dengan menyiramkan ribuan kubik air lewat udara dengan penggunaan pesawat..",bukan hate speech
"Kaya nya udah saat nya kita semua sama2 berdoa semoga Allah kasih kemudahan untuk pemadaman api. kalau udah sampai seperti ini, bukan lagi musibah.. tapi bencana untuk semua.  ",bukan hate speech
Ya Allah padamkan lah api yang semakin membesar ini lindungi semua yang ada disana . Untuk tim WO fotografer dan calon pengantin wajib pakai baju Shopee jangan cuma pimpinan WO nya aja. Karna jelas tanpa adanya permintaan dan persetujuan dari calon pengantin gak mungkin konsep foto itu terjadi,bukan hate speech
Pacaran lama ga menjamin kamu duduk berdua di pertamina sama pasangan kamu,bukan hate speech
Saya dukung mas nya yang menghadang.. andaikan saya ada disekitar itu.. saya paste ikut bela mas nya.. salut buat kamu mas.. semoga menjadikan contoh buat masyarakat lain.. melawan arus harus diingatkan .. kebodohan 1 org (melawan arus)  bisa menyebabkan org lain (posisi yang benar) yang celaka bahkan bs menyebabkan kematian  yang melawan arus,bukan hate speech
Udah coba diet sama olahraga bb tetap ga turun sama sekali apalagi bentar lagi mau tahun baru pngin punya badan ideal sush bnget ðŸ˜¢ðŸ˜­ tolong infonya dong buat nurunin bb dengan cepat tanpa olahraga barangkali ada yang tau,bukan hate speech
"Prinsipnya Toriq apa ya kira2, keluarganya gak setuju sama Fuji apa ya alasannya? Tak kira setelah sama Fuji bakal cari yang syar'i terus langsung nikah.ðŸ˜‚",bukan hate speech
"tapi nyesek juga iya, saya juga perempuan tau gimana  perasaan fuji pacaran udah 1 tahun tapi ngga pernah ketemu sama keluarga nya thoriq, tapi keluarga nya fuji welcome banget sama thoriq.. Lebih kesal sama org tua nya thoriq aku sih knpa harus pilih "" gitu dan ketara banget pilih"" nya.. Mau thoriq pcaran sama Aliyah aku sih ok"" aja tapi lebih kesal sama pihak keluarga nya thoriq yang terlihat banget ngga suka nya sama fuji",bukan hate speech
Ya udah deh dukung aja... aku lebih suka Fuji ke karir dan sekolahnya dulu.. masih muda banget. Thoriq sama ini cocok lah semoga berjodohðŸ˜Š,bukan hate speech
YUHU FUJI SAMA ASNAWI DAH PALING SERASI!! SENGGOL DONG BOSS!! ðŸ”¥,bukan hate speech
"Aku kira setelah broken Thoriq milih cewek berhijab kemarin fans nya gembar gembor Gak mau yang berhijab ,,,,, bebet bobot bibit di perhatikan , tak berkasus hukum ,,,,,,,in",bukan hate speech
"Padahal thoriq di perlakukan baik dengan keluarga , tetapi kenapa orang tuanyaa beliau kaya gitu banget yaa sama fuji , jangan melihat org dari luar nya aja , belum tau dalamnya seperti apa..",bukan hate speech
nga masalah si si toha sama siapa juga.. yang jelas saya tau si toha karna fuji.. dan sekarang tau aswani juga karna fuji.. dan langsung undur diri dari si toha.. fuji emang keren.. bikin rejeki nya di toha melejit..,bukan hate speech
"jangan terlalu berharap, walaupun keliatan mereka deket plus udah dikenal keluarga satu sama lain, soal jodoh itu urusan allah mau sama siap yang menjalankan hidup mereka jangan terlalu berharap yang mereka akan menikah, sekarang kalau apa2 yang baru yang jodohin siapa netizen kayak kerja tuhan netizen yang buat dan nentukan, bila ga dikabulkan mulai hujat sana sini heboh sana sini. jadi ingat jangan terlalu berharap soal jodoh mereka biarin tuhan yang buat kerja nya",bukan hate speech
"Dan akhirnya yang tenggelam pun bermunculan, hebat kamu @fuji_an , selalu membawa rejeki untuk semua orang ðŸ‘ðŸ‘",bukan hate speech
"Gimana mereka ga ketemu, aaliyah itu kan sahabatnya Aurel udah pasti diundang dan mungkin kebetulan keluarga GH juga lagi pas bisa Datang, mungkin ini yang dinamakan kalau JODOH SEMUA AKAN DIPERMUDAH. Doa terbaik aja buat mereka, yang masih bilang Ono ini Unu fix barisan sakit hatiðŸ˜‚",bukan hate speech
Gara gara flarenya mbak pratiwi mandala putri. Mbak mbak seafood tersenyum. Herannya kok polisinya ga netapin beliau . ðŸ˜¢ . Padahal flare jadi barang bukti. Tapi yang buang flare nya ga jadi tidak. Jelas jelas ada sidik jari si embaknya.,bukan hate speech
"Cuman mau info aja. Gegara mereka prewed, jadi kebakaran, terus ditutup, lalu hotel2 dan bis pariwisata akhirnya kehilangan orderan tamu yang pada mau liburan kesana. Bayangin aja berapa puluh hotel, berapa ribu orang batal wisata, berapa banyak pemasukan daerah hilang, berapa banyak pedagang kaga jualan. Efeknya panjaang banget",bukan hate speech
Seharus nya kalau mau prewed yang ada potensi berbahaya untuk penggunaan api seperti flare dll . Di mobil tu wajib membawa APAR ( alat pemadam api ringan),bukan hate speech
"Kerugiannya bisa sampai milyaran ini sih, nambah polusi udara kalau gini akhirnya",bukan hate speech
"Pernikahan yang dilanjutin tapi banyak doa buruk dari rakyat indonesia, apa ga deg degan itu pasangan ? ðŸ˜‚ ðŸ˜® harusnya ikut di penjara dong ,",bukan hate speech
Pakai mobil listrik itu cuma memindahkan polusi tidak mengurangi. Yang tadinya di jalan sekarang di PLTU ðŸ«¢ apalagi kalau lokasi pembangkitnya dekat dengan residential area.. ya sama aja kena polusinyaðŸ¤£ðŸ¤£ðŸ¤£,bukan hate speech
Gak sukanya kendaraan listrik apa lagi motor gak ada suaranya kading didahului kendaraan listrik aku kaget,bukan hate speech
Tapi kan yang alphard dll tetap dipake gak mungkin dipake yang listrik terus..ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,bukan hate speech
"Gpp kok, jangan anggap remeh balita, lagian anak anak mereka sendiri, emangnya netijen ngasih makan?",bukan hate speech
"yang bilang ""tega"" plis jangan disamain sama anak kalian yang kegiatannya cuma main HP di kamar ya. Ini yakin orang tuanya pasti udah persiapan matang kok, mental n fisik si anak juga udah terbiasa sehari2nya",bukan hate speech
"dasar negri konoha ðŸ«  urusan rumah tangga org juga diurusin, ya suka2 dia dong",bukan hate speech
Ya ampun ponakan ku masuk lamtur.. btw ini baby emang sdh sering naik gunung guys.. mama papa nya hoby banget naik gunung.. nular hoby nya ke anak2 nya..,bukan hate speech
"Bagus domg ! Dr pada dikasi hp nonton tv terus mak bapaknya sibuk main hp anak main sendiri, PILIH MANE ##AKU SI YES INI DI AJAK JALAN2 ke gunung",bukan hate speech
"Bule juga banyak bawa anaknya mendaki gunung dr pada nonton tv main hp dirumah mendimg mengenal alam laa sama org tua nya pentimg di jagain, terjaga secara fisik kesehatan",bukan hate speech
"Bor @dhimprasetyo kalah kita sama balita ðŸ˜‚, semoga kuat ya dek menjalani keinginan orang tua ðŸ˜¢",bukan hate speech
"Ngajarin anak cinta alam dari kecil ! Semoga besar kamu bisa ajak temanmu main ke alam ya, ngga ke mall doang ! ðŸ˜‚ðŸ˜‚",bukan hate speech
Mereka pasti paham tentang situasi di sana dan pasti juga sudah mempersiapkan segala sesuatunya untuk si buah hati biar ngga kedinginan dll kalian jangan sok komentari setiap orang tua punya cara sendiri untuk mendidik dan mengajar anak apalagi orang tuanya pecinta alam,bukan hate speech
"bapak bawa tissue jangan lupa.. pas penyetahan nanti bapak usapÂ² air mata, nanti si udin ambil moment 1000FPS buat di slowmo.. saya ambil closeup dari samping. Usahain ga ketutupan sm warga ya Bapak..",bukan hate speech
"Sebagai peringatan , semoga cepat sadar banyak merugikan dari pada manfaatnya",bukan hate speech
"Kenapa ya netizen kita ini pada senang banget komentar menghujat., ",bukan hate speech
"Jika bayi pada umumnya akan menangis ketika dilahirkan, maka yang ini pasti tertawa setelah dilahirkan karena tau seperti apa latar orang tua nya ðŸ—¿",bukan hate speech
Ya allah permudahkanlah segala urusan yang membaca komentar ini. Lancarkan rejekinya. Sabarkan atas ujiannya. Lunasilah hutang2 nya. Temukan jodohnya. Tenangkan hatinya. Dan undanglah ke rumahmu (baitullah) panjangkan dan berkahilah usianya amin amin amin,bukan hate speech
"anak lain lahir nangis , dia doang yang lahir nya ketawa ðŸ˜­",bukan hate speech
"Pertanyaannya bodoh banget njir ""support ga sih aaliya sama Thoriq"" dih gaada hubungannya padahal ðŸ˜‚ðŸ˜‚ nanya ke keluarga thoriq atau ke keluarga aal. ðŸ˜‚ðŸ˜‚",bukan hate speech
"untung fuji jawabnya cerdas, mending sedekah daripada nyewa buzzer, sipp fujiðŸ‘",bukan hate speech
"Bagus fuji,  jawabanmu cerdas.  Abaikan aja pertanyaan yang nggak perlu dijawab. Karna ujungnya fuji juga yang disalahkan dibanding bandingke dikatain dinyiyirin .",bukan hate speech
"yang cewe lagi sibuk menata masa depan dan bahagiain keluarga, yang 1 ny sibuk nyari jodoh ðŸ¤£",bukan hate speech
"Fuji lagi fokus sama diri sendiri, diusik mulu , kek ga ada kerjaan aja. Wartawan ini lagi LOL",bukan hate speech
JAWABAN yang SANGAT SEHATðŸ˜ðŸ˜ MENDING SEDEKAH YAHðŸ˜‚,bukan hate speech
Nah gitu pinter banget jawaban nya fuji,bukan hate speech
yang bikin dia dihujat ulah sebagian fans nya yang kebanyakan toxic mungkin lebih ke fens yang gagal move on. beginilah resiko pacaran terlalu diumbar udah bkin fens berharap lebih sekali bubar saling serang. capek,bukan hate speech
"Percaya deh ini benaran dan masalah serius, kenapa beliau bilang melarang social media dan e commerce digabung, karena tiktok jadi punya kendali atas algoritmanya, jadi mereka bisa menaikan dan menurunkan produk apapun termasuk produk mereka yang salah satunya skintific dan originote, makanya produk skincare kita kebantai di TikTok. Ini baru segment skincare loh?",bukan hate speech
"Buat yang gagal paham, yang dilarang jualan itu tiktok nya. Bukan umkm atau seller lokal. Karena ada indikasi jika tiktok jualan dia akan bikin seller lokal susah fyp agar produk mereka lebih laku dari seller lokal. ðŸ™Œ",bukan hate speech
YANG PEMERINTAH LG BAHAS ITU.. PIHAK TIKTOK yang MULAI JUALAN.. BUKAN ORG yang JUALAN DI TIKTOK.. TAPI PIHAK TIKTOK yang BIKIN BRAND terus JUALIN DI TIKTOK CONTOH BBERAPA PRODUK SKIN CARE MEREKA...ITU MATIIN SELLER2 LAIN yang JUALAN DI TIKTOK.. karena DIA AKAN KUASAI ALGORITMA BAKAL SESUKA HATI NAIKIN BARANG JUALAN DIA,bukan hate speech
"Betul tiktok membantu banyak olshop indo jg untuk berkembang dan dapat customer .. tapi maksudnya bapak ini tuh , perusahaan TikTok jd mensayasai penjualan online gitu loh , jd perusahaan TikTok bisa dengan seenaknya memboosting product buatan perusahaan mereka sendiri demi keuntungan perusahaan sendiri dan justru jd matiin rezeki penjual2 online lain nantinya di masa mendatang ðŸ™ðŸ¼ ini pikiran jauh bukan berarti  bapak ini mau matiin rejeki kalian olshop yang dapat customer dari TikTok",bukan hate speech
justru UMKM banyak kebantu online karena bisa terkenal usaha kita se Indonesia dan memudahkan bisa COD dan kalau masalah ad UMKM pasar yang kurang ramai ya hrus ikutin jg zaman sekarang selain jualan di pasar online kan jg usahanya biar double orderan. Ikuti  perbaruan zaman dong mba cntik,bukan hate speech
"pada gak ngerti Beritanya ya?? maksudnya tiktok gak boleh jualan barang mereka sendiri, karena ada wacana  Tiktok mau jualan barang mereka sendiri, itu kan bakal bikin usaha lokal kalap.. adapun orang2 masyarakat mau jualan di tiktok sih silahkan..",bukan hate speech
"SETUJU, jangan sampai TIKTOK MONOPOLI JUALAN ! KITA SUPPORT UMKM LOKAL ðŸ”¥ðŸ”¥ðŸ”¥",bukan hate speech
"Sebenarnya jualan sih oke oke aja yang ngeri ktanya wacana tiktoook  bikin produk  sendiri base on data jualan mereka selama ini, belum produsen yang langsung jualan, belum ngartis yang sekarang rebutan jualan juga, dan yang lebih gila sekarang Harga diancurin sehancur hancurnya ini auto bikin yang online skala kecil dan yang offline matiðŸ™",bukan hate speech
Memang perlu dilurusakan kembali.. sebenarnya tiktok itu platform yang fokusnya kemana.. ya jangan semua dikuasai.,bukan hate speech
"jangan TikTok nya dilarang. benarin regulasinya. Buat aturan main dari hulu ke hilir. Negara tak mampu akomodir umkm, maka umkm mencari wadahnya. Masuklah tiktok. Teknologi jangan di lawan dengan cara2 lama, semua instrumen yang ada di pemerintahan,cukup kuat untuk mengatur segala hal, knapa malah pakai cara2 yang kampungan.",bukan hate speech
Tiktok membantu jualan kami jangan di larang,bukan hate speech
"Indonesia sedang dijajah, semoga pemimpin baru 2024 amanah harus ada perubahanðŸ‘",bukan hate speech
Saya pernah juga ngalamin ini di udara lagi maskapai yang sama,bukan hate speech
"banyak nge judge bapak ini tidak prnah naik pesawat, lah orang panik wajar, masa mau di paksakan terbang sementara ada trouble lampu n ac mati, itu mumpung masih di darat, kalau sudah di atas terus ada trouble, kalian mau lompat?ðŸ˜‚",bukan hate speech
"Yang saya salut netizen 62, sempet2 ya Video kan, sampai bisa viral saat ini, gak ikutan panik juga , yang merekam saya tunggu lanjutannya gimana ini, udah selesai atau masih panik",bukan hate speech
"Jadi inget dariver di kantor kalau mobil mau take off naik gunung nanjak, AC nya dimatiin, biar kuat naiknya. ðŸ˜‚",bukan hate speech
saya kemarin perjalanan ke ketapang juga seperti itu ðŸ˜‚ðŸ˜‚ tapi naik singa. dan kalau bis ac mati masih aman. lah ini pesawat. mana cendelanya gak bisa di buka ðŸ˜‚ðŸ˜‚ðŸ˜‚,bukan hate speech
"Ini yang udah bersabar nunggu 1 jam lebih, tapi lampu masih mati, AC masih mati, TAPI PENUMPANG MASIH GAK BOLEH KELUAR, bukan? Wajar gak ya kalau penumpangnya panik dan maksa keluar?",bukan hate speech
"Mas crew divideo semoga km baca ini ya â€œkamu hebat, gak mudah buat ada situasi kaya gini kamu tetap bisa tenang, kerja dibidang pelayanan jasa emang gak mudah semoga km tetap bisa kuat dan jalanin hari hari kamu jauh lebih baik tanpa masalah kaya gini lagi sehat selalu ðŸ¤â€",bukan hate speech
"Dear @batikair tolong mas pramugara dikasih kenaikan gaji. Susah loh ngadepin bapak2 tipikal reog gitu dengan tetap cool, sopan, tenang ala2 Mario Teguh",bukan hate speech
"Semua orang punya hobby berbeda, dan kebahagiaan berbedaâ€¦.urusin aja urusan masing masing gak sihâ€¦. Respect each otherâ€¦ðŸ˜Š",bukan hate speech
benar banget mbak .perempuan serba bisa . laki2 belum tentu bisa apa yang prempuan kerjakan.,bukan hate speech
"Terlepas dari itu kesalahan siapapun munculnya api, HARUSNYA pemerintah setempat atau pihak wisata sekelas BROMO yang mendunia, punya seenggaknya 1 Unit mobil Damkar buat siaga kalau ada kebakaran.. Kebakaran yang besar, bisa dari api yang kecil, kalau dipadamkan di awal, kan bisa nggak membesar.. Sebuah Restoran atau tempat wisata kecil aja siaga sedia tabung pemadam,  masak tempat wisata mendunia pengunjung banyak, enggak sedia urgensi buat kebakaran???",bukan hate speech
"Biasanya si ide dan konsep itu dibikinnya oleh beberapa pihak, yaitu wo, client dan team photo. Kalau dari team wo aku sii gitu, dimana menyalurkan keinginan client konsepnya seperti apa untuk prewed karena pasti ada meeting terlebih dahulu. kalau kaya gini kenapa cuma satu pihak yang dijadikan tersangkanya yahh ?",bukan hate speech
"harus nya video Fuji yang di wawancara dong yang di tanyain soal bayar buzer tapi Fuji bilang ngapain bayar buzer mending uang nya di sedekah in mas mba,, coba dong lambe di up,biar yang ngehujat pada sadar tuh coba",bukan hate speech
"Terkadang ada beberapa org beruntung bukan karena banyaknya amal ibadah nya, tapi karena banyak nya fitnah yang tidak pernah dia lakukan menimpa dirinya âœ¨",bukan hate speech
"Sungguh capek jadi Fuji terkenal cepat di bilang pansos giliran dia berkembang dan menghasilkan karya malah di jadikan adu domba , kalau mau di adu jangan sama Fuji , Fuji main kelas atas bukan kelas dalam wkwkwkwk",bukan hate speech
Stay safe yang di daerah bawah… aku di atas jd alhamdulillah aman… peringatan hujan hitam akan diturunkan jam 12 malam nanti… insya Allah segera reda ya gaes,bukan hate speech
"Bentrok warga dengan aparat dipicu oleh datangnya aparat yang ingin mematok lahan. Yang mana 16 kampung tua adat akan di relokasi untuk pembangunan pabrik kaca oleh investor asing dari China. Yang katanya akan menarik investasi ratusan triliunan rupiah. Warga menolak relokasi karena belum ada kesepakatan yang dirasa adil oleh ribuan warga setempat. Diberitakan di TV bahwasanya kami warga disini sudah menerima ganti rugi.  Padahal kami belum menerimanya. Dan katanya sudah ada sebagian warga yang menyerahkan lahan secara sukarela namun pada kenyataannya, mereka bukan warga rempang melainkan warga luar yang memiliki usaha di rempang.",bukan hate speech
Bentrok adu fisik tidak menyelesaikan masalah mala menambah masalah. Kasihan anak2 SD nyaðŸ˜¢,bukan hate speech
"Korban yang terkena efek dari gas air mata bukan hanya warga yang bentrok melainkan, warga yang bermukim disekitaran lokasi termasuk ada 1 SD dan SMP, yang pada akhirnya membuat belasan siswa jatuh pingsan dan dilarikan ke rumah sakit terdekat. Sebelumnya, dikarenakan gas air mata masuk ke ruang kelas saat pembelajaran berlangsung anakÂ² berhamburan lari ke hutan dibelakang sekolah. Dan anak SD nya menyelamatkan diri lari ke rumahÂ² warga",bukan hate speech
"Apanya yang bentrok,siapa yang bentrok kenapa bisa bentrok, apa penyebab bentrok ",bukan hate speech
"Maaf mereka lupa kekuasaan tertinggi dari demokrasi adalah rakyat, pemerintahan hanya mengatur dengan syarat kesepakatan rakyat tapi kalau ini bukan kesepakatan tapi diktator kalau udah gini rakyat berhak memberontak kebayang Indonesia pecah cuman gara2 pemerintah yang mulai diktator",bukan hate speech
Sedih akan menimbulkan trauma pada anak anak nanti ðŸ˜¢,bukan hate speech
Ini kalau bentrok seperti gini gak ada isu isu nya dulu gitu kah sebelum nya biar sekolah di liburkan.. knp harus pada saat jam sekolah ðŸ˜¢,bukan hate speech
Gk ada tah dari pihak intel kepolisian yang kasih info kalau daerah itu ada anak SD?? Bukan nya ada prosedur standar dalam menangani sprti ini,bukan hate speech
"Dan terjadi lagi kisah lama yang terulang kembali, jangan salahkan angin ya pak",bukan hate speech
"Sedih, semoga ada solusi terbaikâ€¦",bukan hate speech
kasusnya apa? siapa yang semprotkan gas air mta? bagaimana kejadiannya...,bukan hate speech
Allah SebaikÂ²nya sang maha Pembalas ðŸ¤² kita lihat kedepannya bakal ada Bencana apa yang akan Allah turunkan kepada Mereka).,bukan hate speech
"Lebih sedih lagi bayi 8 bln sampai gak sadarkan diri karena gas air mata akibat bentrok ini, ya allah semoga masalahnya cpt selesai ya.",bukan hate speech
"@dr.richard_lee ini mungkin menjadi berkah buat dokter yang udah edukasi para wanita soap bahaya nya kosmetik yang mengandung merkuri sampai pernah dilaporkan polisi juga, terus berkarya untuk produk yang lebih baik lg ya dok",bukan hate speech
Heran sama betina2 yang menghujat muka @dr.richard_lee  kenapa kalian tidak ada rasa bertrimakasih sedikit pun sudah Di kasih edukasi gratis.. Bopeng kang memang tidak bisa sembuh hanya dengan skincare.,bukan hate speech
"YaAllah keindahan yang di buat puluhan tahun hancur sudah, bisa balik normal lagi butuh puluhan tahun lagi ðŸ˜­",bukan hate speech
"sangat disayangkannya kurang cepat bertindaknya smp 50 hektar :"") padahal pas masih kecil belum gede2 banget bisa di matiin pake outernya mereka kalau gada alat pemadam lainnya :(",bukan hate speech
"Please jangan dipenjara ya,, suruh aja mereka menanam rumput di semua sisi bukit teletubies dengan tangan mereka sendiri, dan merawatnya sampai kembali seperti semula",bukan hate speech
Rusak bromo kitaðŸ˜¢,bukan hate speech
Lah lucu banget..ðŸ˜‚ kok bisa sih.. itu yang didalam mobil apa ga mudeng ramai2 rombongan KTT ASEAN mau lewat? Kok malah nyelonong.. padahal mobil depannya udah diberhentiin.. ya wajar sih yang tugas steril in jalan maki maki.. menyangkut tugas dia soalnya.. yang ngerusuh malah tmnnya sendiri.. kocak banget sumpah.. maaf pak saya ketawa. Maaf beribu ribu maaf pak.. ðŸ™ benaran lucu soalnya pak. âœŒï¸ðŸ˜‚,bukan hate speech
"Sudah sadar kan ada oknum polisi yang bikin kesal sampai keluar kata kata kasar dari seorang polis buat oknum polisi,apalagi kita masyarakat biasa juga sangat kesal.",bukan hate speech
Polisine kesal sesama polisi gimana kita masyarakat biasa yang melihat ketidakadilan dan tumpang tindihnya hukum di negara ini.. semoga kerjanya nantinya diperbaiki lagi ya pak,bukan hate speech
"Ingat ya temanÂ², itu hanya di COPOT bukan di PECAT ..kalau dicopot masih nerimah gajiðŸ˜‚",bukan hate speech
"Maaf sekali, kalau sebagai istri dr ASN, pejabat & aparat negara,.. tolong batasi, jangan pansos , ingin tenar/ fyp dsb, kasihan.. cita2 suami nya ketika di awal karir nya harus sirna seketika karena tingkah polanya... ingat di media sosial anda benar2  terekspos dalam setiap keadaan",bukan hate speech
"Bisa dipetik dari kejadian ini, jangan lah jadi orang yang sombong karena kesombongan bisa membuatmu hancur dalam beberapa hari doang ðŸ˜®ðŸ˜®",bukan hate speech
Pasti di suruh istri nya untuk merekam buat di posting di tiktok niatnya untuk mendapat dukungan netizen ,bukan hate speech
Ih baru pangkat bripka sombong banget apalagi kalau suaminya perwiraðŸ˜¢,bukan hate speech
"Saya justru salfok ke Bu Kepsek. Berani dan Tegas melindungi Anak Didiknya. Ngomongnya juga jelas walaupun ga baca. Clear apa yang dimaksud dan diinginkan. Lha si ibuk udah mah baca, kurang lancar pulak. Niat ga sih minta maafnya buuu ðŸ™ˆ",bukan hate speech
Bayangin jadi tetangga mereka betapa sombong nya orng itu,bukan hate speech
Setuju karena sebagai penggemar merasa tersakiti juga atas kasus yang terjadi. Harus diproses secara hukum sebersih-bersihnya. Seret sampai bui. Sekalian uji tes DNA ke Singapura or USA dan dites dengan suspek. Ga suka banget nonton drama si cewek. Di podcast Dr Richard aja udah jelas gimana2nya,bukan hate speech
Kasus seperti ini bisa dipetik pelajaran aja sih kalau aku kalau hidup itu pasti ada sebab akibatnya. Kita hidup lurus2 saja saja kadang ada saja ujian apalagi atas ulah kita ntah besok atau kapan pasti ada saja masalah oleh ulah kita sendari. Sebelum kita nikah jangan nakalnya melebihi batas apalagi gampang bget jadi laki wanita bisa celup sana sini. Disini aku gak bela siapapun sih cuma kasihan saja istri densu dan anak itu yang jadi korban,bukan hate speech
"Kok mukanya kelihatan tertekan banget, mengakui kalau salah iya,",bukan hate speech
"Untung  David dari keluarga hebat dan yang pasti banyak uang juga, sehingga ada keadilan di sini. Coba kalau David anak orang susah mana ada keadilan bagi seluruh rakyat indonesiaðŸ˜¢",bukan hate speech
"Mayang berubah banget ya wajahnya, suka ke inget dia pakai jilbab abu pas di wawancarai, kek orang innocent banget tapi ini bicaranya kek wow banget ðŸ˜®",bukan hate speech
"Baguslah, kalau mereka kini punya sudah uang.",bukan hate speech
Mending duitnya buat nyambung hidup aja. Takut nanti gak bisa makanðŸ˜‚,bukan hate speech
penyalahgunaan kekuasaan yang merugikan masyarakat ðŸ™Œ,bukan hate speech
"Jika hanya satu org saja yang seperti ini, berarti human error, namun kalau banyak yang seperti ini berarti kemungkinan ada yang salah di dunia pendidikan kita",bukan hate speech
"Jadilah Padi ketika dia tlah menguning makin merunduk, jaga sikapmu , kata2mu sebagai seorang Bhayangkari, sesuaikan wajah cantikmu dengan kata2 yang baik dan attitude yang sopan , orang akan respek dan salut dengan hal2 yang baik.@luluknurilreal",bukan hate speech
"Mbak nya ðŸ”¥ maksud hati ingin mengintimidasi orang, ternyata berbalik ke diri sendiri",bukan hate speech
"Bhayangkari kok arogan, istri polisi di kampung saya malah bersahaja, beliau berprofesi sebagai penjual ketoprak dan sangat baik",bukan hate speech
"Nangis ya nangis, dimaafin ya dimaafin, tapi kalau minta damai secara kekeluargaan ya jangan lah",bukan hate speech
"Sampai buat vidio ngatain kalau karyawan itu cuma babu.. apa pantas bicara seperti itu ?? kalau marah sekiranya gak bisa kontrol omongan ya gak usah di up ke sosmed, ",bukan hate speech
"Klarifikasi, minta maaf beres. Tapi anak SMK yang sedang magang butuh waktu untuk mengatasi traumanya.",bukan hate speech
"Ini ada di tiktok kemarin, jadi katanya si anak ini tuh maksudnya ingin memberikan pelayanan baik dan ngingetin mbaknya bilang gini ""kalau mau mengembalikan barang bisa ke kasir Bu"" gitu (maksudnya biar gaperlu repot repot mengembalikan ke tempatnya) . Cuman memang anaknya bilang begitu terus terusan yang mungkin si Ibu salah tangkap dikira ibunya tidak mampu membayar. Padahal maksud anaknya ini baik biar Ndak kerepotan.",bukan hate speech
"Namanya anak magang kan lagi latihan  melayani customer dengan baik,, selama ini belajar hanya teori makannya ada magang megenal keras nya bekerja",bukan hate speech
"Emang Banyakk Sih Karyawan2 Songong, Apalagi yang Magang2 Ini ðŸ˜‚ðŸ˜‚ðŸ˜‚ Bagus Itu kalau benar Dia Salah Biar Besok2 Bisa Hargai Semua Org ðŸ¤­ðŸ¤­",bukan hate speech
"Berbicara dengan anak muda sekarang itu mirip kita yang tua bangkot ini seperti ngaca, jadi apa yang kita lontarkan ke anak muda ya itu yang bakal kita terima, wong yang meras tua maunya cuma di hormati di sopanin, soalnya udah aku coba sendiri ke anakku sendiri dan anak tetangga.",bukan hate speech
"Hidup susah susahnya cari cuan  ,ini malah tawuran dinegeri orang sampai tewas. ingatlah keluarga kalian dirumah menunggu anda pulang dengan selamat sehat dan banyak rejeki.ðŸ˜¢",bukan hate speech
Ga ada bagus2 nya silat model begitu lu tau arti silat itu buat apa bukan buat ribut ataupun pamer gegayaan,bukan hate speech
"Garagara nila setitik rusak susu sebelanga. Semua pelatih mengajarkan hal yang baik gess yaa. Cuma orangnya kadang rada rada. Tapi please jangan disamain. Banyak kok pesilat pesilat indonesia yang berhasil mengharumkan nama bangsa. Banyak juga kok yang atitude nya bagus. Jangan salahin Organisasi dan pelatihnya, OKNUM nya lah yang salah.",bukan hate speech
"Pasti orang jawa yang ngomongnya  Ga heran emang sama tingkahnya, ada pawai sound system lah, apalah.. dah biasa ",bukan hate speech
"kalau aku lihat,, si thoriq ini mau nya cepat nikah, karena dari awal hub sm fuji juga yang di omongin nikah2 kan.. tapi fuji nya emang belum mau ,mau nya 5 tahun lg... Ya wajar aja sebagai fuji karena dia masih muda dan baru memulai karirnya.. dan kalau thoriq mengambil keputusan untuk putus dan cari yang bisa di nikahi ya gak salah juga kan... Daripda pacaran lama2 .. jadi dua2nya gak ada salah, dua2nya berhak bahagia, mungkin mereka belum jodoh aja karna berbeda prinsip.",bukan hate speech
"Yakin! Suatu saat nanti gala akan menjadi garda terdepannya Uti, omaopa, ai & frans! Mungkin saat ini gala belum ngerti apa2! apa yang terjadi sama utinya, termasuk kisah2 mami & papinya! Memang Saat ini utinya banyak kena imbas sana sini, dihujat netizen, di kata2in sama keluarga maminya & utinya juga gk pernah bikin kesalahan besar/ kontorversi heboh didunia entertemant! tapi utinya tetap tegar, sabar, diam & gak pernah ngebals kejahatan orang, termasuk keluarga inti dari maminya!! tapi ingat! Suatu saat nanti kalau gala udah ngerti,  banyak jejak2 digital yang menanti gala, baik kehidupan pribadi maminya, kehidupan papi & maminya setelah menikah & kehidupan uti, oma, opa, ai & frans setelah mami papinya pergi! Gala akan melihat perjuangn oma,opa,uti,ai&frans hanya untuk gala & Gala akan menjadi Garda yang paling terdepan untuk keluarganya yang saat ini sudah memberikan kasih sayang yang tulus, memberikan tempat tinggal yang layak & pendidikan yang bagus!",bukan hate speech
Cara menilai kepribadian asli seseorang adalah berilah kewenangan dan tanggung jawab besar pada dia.,bukan hate speech
